code,name,source,cal,protein_g,carb_g,fat_g,fiber_g,serving_desc,serving_g
USDA-167780,Prune puree,USDA,257,2.1,65.1,0.2,3.3,,
USDA-167781,Candied fruit,USDA,322,0.3,82.7,0.1,1.6,,
USDA-167782,"Abiyuch, raw",USDA,69,1.5,17.6,0.1,5.3,,
USDA-167783,"Rowal, raw",USDA,111,2.3,23.9,2,6.2,,
USDA-167784,"Guava nectar, canned, with added ascorbic acid",USDA,63,0.1,16.3,0.1,1,,
USDA-167785,"Mango nectar, canned",USDA,51,0.1,13.1,0.1,0.3,,
USDA-167786,"Tamarind nectar, canned",USDA,57,0.1,14.7,0.1,0.5,,
USDA-167787,"Pomegranate juice, bottled",USDA,54,0.2,13.1,0.3,0.1,,
USDA-167788,"Nance, canned, syrup, drained",USDA,95,0.6,22.8,1.3,7,,
USDA-167789,"Nance, frozen, unsweetened",USDA,73,0.7,17,1.2,7.5,,
USDA-167790,"Naranjilla (lulo) pulp, frozen, unsweetened",USDA,25,0.4,5.9,0.2,1.1,,
USDA-167791,Horned melon (Kiwano),USDA,44,1.8,7.6,1.3,,,
USDA-167792,Orange Pineapple Juice Blend,USDA,51,0.4,12.2,0.1,0.2,,
USDA-167793,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",USDA,63,0.2,15.2,0.2,2.1,,
USDA-167794,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",USDA,49,0.7,11.5,0.1,0.3,,
USDA-167795,"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",USDA,63,0.4,15,0,0,,
USDA-167796,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",USDA,53,0.6,12.5,0.3,0.7,,
USDA-167797,"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",USDA,46,0.6,10.9,0,0,,
USDA-167798,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",USDA,56,0.6,13,0.3,0.6,,
USDA-167799,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",USDA,52,0.4,12.4,0.3,0.6,,
USDA-167800,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",USDA,48,0.1,11.5,0.2,0.3,,
USDA-167801,"Lemon juice from concentrate, bottled, CONCORD",USDA,24,0.4,5.4,0.1,,,
USDA-167802,"Lemon juice from concentrate, bottled, REAL LEMON",USDA,17,0.5,5.7,0.1,0.7,,
USDA-167803,"Cranberry sauce, whole, canned, OCEAN SPRAY",USDA,158,0.8,40.4,0.1,1.2,,
USDA-167804,"Cranberry sauce, jellied, canned, OCEAN SPRAY",USDA,160,1.1,40.6,0,1,,
USDA-167805,"Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C",USDA,44,0.5,10.5,0.1,0.2,,
USDA-167806,Baobab powder,USDA,250,3.7,79.7,0.5,44.5,,
USDA-167807,"Cherry juice, tart",USDA,59,0.3,13.7,0.5,,,
USDA-167808,"Raspberries, puree, seedless",USDA,41,1,8,0.9,0.9,,
USDA-167809,"Raspberries, puree, with seeds",USDA,55,1.1,11.5,1,4.3,,
USDA-167810,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",USDA,211,18.2,0,14.8,0,,
USDA-167811,"Pork, fresh, backfat, raw",USDA,812,2.9,0,88.7,0,,
USDA-167812,"Pork, fresh, belly, raw",USDA,518,9.3,0,53,0,,
USDA-167813,"Pork, fresh, separable fat, raw",USDA,632,9.3,0,65.7,0,,
USDA-167814,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",USDA,182,20.3,0,10.6,0,,
USDA-167815,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",USDA,209,27,0,10.3,0,,
USDA-167816,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",USDA,120,21.8,0,2.9,0,,
USDA-167817,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",USDA,165,28.9,0,4.6,0,,
USDA-167818,"Pork, fresh, loin, whole, separable lean and fat, raw",USDA,198,19.7,0,12.6,0,,
USDA-167819,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",USDA,239,27.2,0,13.6,0,,
USDA-167820,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",USDA,242,27.3,0,13.9,0,,
USDA-167821,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",USDA,248,27.1,0,14.7,0,,
USDA-167822,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",USDA,194,19.6,0,12.3,0,,
USDA-167823,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",USDA,255,26.5,0,15.7,0,,
USDA-167824,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",USDA,231,23.7,0,14.4,0,,
USDA-167825,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",USDA,254,24.3,0,16.7,0,,
USDA-167826,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",USDA,242,28.2,0,13.5,0,,
USDA-167827,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",USDA,209,25.6,0,11.1,0,,
USDA-167828,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",USDA,231,27,0,12.8,0,,
USDA-167829,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",USDA,127,22,0,3.7,0,,
USDA-167830,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",USDA,261,26.7,0,16.3,0,,
USDA-167831,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",USDA,222,24.4,0,13,0,,
USDA-167832,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",USDA,248,27,0,14.7,0,,
USDA-167833,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",USDA,136,21.8,0,4.8,0,,
USDA-167834,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",USDA,234,28.8,0,12.3,0,,
USDA-167835,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",USDA,222,27,0,11.8,0,,
USDA-167836,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",USDA,230,26.6,0,12.9,0,,
USDA-167837,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",USDA,129,21.7,0,4,0,,
USDA-167838,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",USDA,195,31,0,6.9,0,,
USDA-167839,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",USDA,155,21.6,0,6.9,0,,
USDA-167840,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",USDA,200,29.2,0,8.3,0,,
USDA-167841,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",USDA,196,26.6,0,9.1,0,,
USDA-167842,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",USDA,192,26.5,0,8.8,0,,
USDA-167843,"Pork, fresh, shoulder, whole, separable lean and fat, raw",USDA,236,17.2,0,18,0,,
USDA-167844,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",USDA,292,23.3,0,21.4,0,,
USDA-167845,"Pork, fresh, shoulder, whole, separable lean only, raw",USDA,148,19.6,0,7.1,0,,
USDA-167846,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",USDA,230,25.3,0,13.5,0,,
USDA-167847,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",USDA,194,26.8,0,8.9,0,,
USDA-167848,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",USDA,228,26.7,0,12.6,0,,
USDA-167849,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",USDA,186,17.4,0,12.4,0,,
USDA-167850,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",USDA,267,25.1,0,17.7,0,,
USDA-167851,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",USDA,259,25.6,0,16.6,0,,
USDA-167852,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",USDA,232,24.2,0,14.3,0,,
USDA-167853,"Pork, fresh, spareribs, separable lean and fat, raw",USDA,277,15.5,0,23.4,0,,
USDA-167854,"Pork, fresh, spareribs, separable lean and fat, cooked, braised",USDA,397,29.1,0,30.3,0,,
USDA-167855,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",USDA,201,27.5,0,9.2,0,,
USDA-167856,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",USDA,233,12.5,0,20.3,0,,
USDA-167857,"Pork, fresh, variety meats and by-products, ears, frozen, raw",USDA,234,22.5,0.6,15.1,0,,
USDA-167858,"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",USDA,166,16,0.2,10.8,0,,
USDA-167859,"Pork, fresh, variety meats and by-products, feet, raw",USDA,212,23.2,0,12.6,0,,
USDA-167860,"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",USDA,151,25.4,0,4.7,0,,
USDA-167861,"Pork, fresh, variety meats and by-products, leaf fat, raw",USDA,857,1.8,0,94.2,0,,
USDA-167862,"Pork, fresh, variety meats and by-products, liver, raw",USDA,134,21.4,2.5,3.7,0,,
USDA-167863,"Pork, fresh, variety meats and by-products, liver, cooked, braised",USDA,165,26,3.8,4.4,0,,
USDA-167864,"Pork, fresh, variety meats and by-products, lungs, raw",USDA,85,14.1,0,2.7,0,,
USDA-167865,"Pork, fresh, variety meats and by-products, spleen, raw",USDA,100,17.9,0,2.6,0,,
USDA-167866,"Pork, fresh, variety meats and by-products, spleen, cooked, braised",USDA,149,28.2,0,3.2,0,,
USDA-167867,"Pork, fresh, variety meats and by-products, stomach, raw",USDA,159,16.9,0,10.1,0,,
USDA-167868,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",USDA,222,26.4,0,12.1,0,,
USDA-167869,"Canadian bacon, unprepared",USDA,110,20.3,1.3,2.6,0,,
USDA-167870,"Pork, cured, feet, pickled",USDA,140,11.6,0,10,0,,
USDA-167871,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",USDA,145,20.9,1.5,5.5,0,,
USDA-167872,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",USDA,178,22.6,0,9,0,,
USDA-167873,"Pork, cured, ham, patties, unheated",USDA,315,12.8,1.7,28.2,0,,
USDA-167874,"Pork, cured, ham, steak, boneless, extra lean, unheated",USDA,122,19.6,0,4.3,0,,
USDA-167875,"Pork, cured, ham, whole, separable lean and fat, unheated",USDA,246,18.5,0.1,18.5,0,,
USDA-167876,"Pork, cured, ham, whole, separable lean only, unheated",USDA,147,22.3,0.1,5.7,0,,
USDA-167877,"Pork, cured, separable fat (from ham and arm picnic), unheated",USDA,579,5.7,0.1,61.4,0,,
USDA-167878,"Pork, cured, separable fat (from ham and arm picnic), roasted",USDA,591,7.6,0,61.9,0,,
USDA-167879,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",USDA,280,20.4,0,21.4,0,,
USDA-167880,"Pork, cured, shoulder, arm picnic, separable lean only, roasted",USDA,170,24.9,0,7,0,,
USDA-167881,"Pork, fresh, variety meats and by-products, tail, cooked, simmered",USDA,396,17,0,35.8,0,,
USDA-167882,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",USDA,195,29.6,0,7.7,0,,
USDA-167883,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",USDA,211,28.8,0,9.7,0,,
USDA-167884,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried",USDA,256,25,0,16.6,0,,
USDA-167885,"Pork, cured, ham, extra lean and regular, canned, unheated",USDA,144,18,0,7.5,0,,
USDA-167886,"Pork, cured, ham, extra lean and regular, canned, roasted",USDA,167,20.9,0.5,8.4,0,,
USDA-167887,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",USDA,196,29.4,0,7.9,0,,
USDA-167888,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",USDA,216,19,0,15,0,,
USDA-167889,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",USDA,211,19.9,0,14,0,,
USDA-167890,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",USDA,255,26.3,0,15.8,0,,
USDA-167891,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",USDA,260,27.6,0,15.8,0,,
USDA-167892,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",USDA,273,25.8,0,18.1,0,,
USDA-167893,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",USDA,224,27.7,0,11.8,0,,
USDA-167894,"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",USDA,214,28.8,0,10.1,0,,
USDA-167895,"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",USDA,189,19.3,0,11.8,0,,
USDA-167896,"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",USDA,273,26.5,0,17.7,0,,
USDA-167897,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",USDA,359,21.8,0,29.5,0,,
USDA-167898,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",USDA,171,28.4,0,5.5,0,,
USDA-167899,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",USDA,170,28.2,0,5.5,0,,
USDA-167900,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",USDA,192,29.6,0,7.3,0,,
USDA-167901,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",USDA,121,22.8,0,2.6,0,,
USDA-167902,"Pork, fresh, ground, raw",USDA,263,16.9,0,21.2,0,,
USDA-167903,"Pork, fresh, ground, cooked",USDA,297,25.7,0,20.8,0,,
USDA-167904,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",USDA,201,29.9,0,8.1,0,,
USDA-167905,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",USDA,147,26,0,4,0,,
USDA-167906,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",USDA,235,26.1,0,13.7,0,,
USDA-167907,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",USDA,144,21.2,0,5.9,0,,
USDA-167908,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",USDA,211,29.5,0,9.4,0,,
USDA-167909,"HORMEL, Cure 81 Ham",USDA,106,18.4,0.2,3.6,,,
USDA-167910,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",USDA,119,18.2,4.6,3.1,,,
USDA-167911,HORMEL Canadian Style Bacon,USDA,122,16.9,1.9,4.9,,,
USDA-167912,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",USDA,169,29,0,5,0,,
USDA-167913,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",USDA,190,28.4,0,7.7,0,,
USDA-167914,"Pork, cured, bacon, cooked, baked",USDA,548,35.7,1.4,43.3,0,,
USDA-167915,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted",USDA,121,21.4,0.9,3.6,0,,
USDA-167916,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",USDA,95,15.4,0.7,3.5,0,,
USDA-167917,"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",USDA,128,20.9,1.2,4.4,0,,
USDA-167918,"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil",USDA,131,22,1.5,4.3,0,,
USDA-167919,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",USDA,137,24.1,0.5,4.3,0,,
USDA-167920,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",USDA,145,25,0.3,5,0,,
USDA-167921,"Pillsbury Grands, Buttermilk Biscuits, refrigerated dough",USDA,293,6.2,42.4,11.3,1.5,,
USDA-167922,"Heinz, Weight Watcher, Chocolate Eclair, frozen",USDA,241,4.4,40.3,6.9,2.1,,
USDA-167923,"Interstate Brands Corp, Wonder Hamburger Rolls",USDA,273,8.1,50.8,4.2,2.6,,
USDA-167924,"Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes",USDA,305,5,74.3,1.1,1.6,,
USDA-167925,"Crackers, cheese, sandwich-type with cheese filling",USDA,490,8.9,58.8,24.4,1.9,,
USDA-167926,"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)",USDA,239,5.9,43.3,4.7,2.5,,
USDA-167927,"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",USDA,385,4,71.8,9,1.8,,
USDA-167928,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",USDA,409,4.7,72.7,11,1,,
USDA-167929,"Muffin, blueberry, commercially prepared, low-fat",USDA,255,4.2,50.1,4.2,4.2,,
USDA-167930,"Pie crust, refrigerated, regular, baked",USDA,506,3.4,58.5,28.7,1.4,,
USDA-167931,"Pie crust, deep dish, frozen, baked, made with enriched flour",USDA,521,6.1,52.5,31.8,2.3,,
USDA-167932,"Pie crust, refrigerated, regular, unbaked",USDA,445,3,51.1,25.5,1.8,,
USDA-167933,"Crackers, whole-wheat, reduced fat",USDA,416,11.3,75.5,7.6,10.9,,
USDA-167934,"Crackers, wheat, reduced fat",USDA,444,9.3,71.5,13.4,3.4,,
USDA-167935,"Bread, pan dulce, sweet yeast bread",USDA,367,9.4,56.4,11.6,2.3,,
USDA-167936,"Keikitos (muffins), Latino bakery item",USDA,467,6.8,53.2,25.2,1.2,,
USDA-167937,"Cake, pound, Bimbo Bakeries USA, Panque Casero, home baked style",USDA,418,6.6,48.9,21.7,1,,
USDA-167938,"Pan Dulce, La Ricura, Salpora de Arroz con Azucar, cookie-like, contains wheat flour and rice flour",USDA,445,8.8,66.3,16.1,1.2,,
USDA-167939,"Garlic bread, frozen",USDA,350,8.4,41.7,16.6,2.5,,
USDA-167940,"Cinnamon buns, frosted (includes honey buns)",USDA,452,4.5,48.6,26.6,1.2,,
USDA-167941,"Crackers, cheese, reduced fat",USDA,418,10,68.2,11.7,3.3,,
USDA-167942,"Crackers, saltines, whole wheat (includes multi-grain)",USDA,398,7.1,68.3,10.7,6.7,,
USDA-167943,"Bread, potato",USDA,266,12.5,47.1,3.1,6.3,,
USDA-167944,"Bread, cheese",USDA,408,10.4,44.8,20.8,2.1,,
USDA-167945,"Focaccia, Italian flatbread, plain",USDA,249,8.8,35.8,7.9,1.8,,
USDA-167946,"SCHIFF,TIGER'S MILK BAR",USDA,387,16.8,56.5,14.3,2.3,,
USDA-167947,"Candies, TOBLERONE, milk chocolate with honey and almond nougat",USDA,489,5.7,61.2,28.6,2.5,,
USDA-167948,"Snacks, corn-based, extruded, onion-flavor",USDA,499,7.7,65.1,22.6,3.9,,
USDA-167949,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",USDA,567,5.5,54.5,36.5,0.8,,
USDA-167950,"Snacks, KRAFT, CORNNUTS, plain",USDA,446,8.5,71.9,15.6,6.9,,
USDA-167951,"Snacks, crisped rice bar, chocolate chip",USDA,404,5.1,73,13.5,2.2,,
USDA-167952,"Snacks, granola bars, hard, chocolate chip",USDA,438,7.3,72.1,16.3,4.4,,
USDA-167953,Fruit syrup,USDA,341,0,85.1,0,0.1,,
USDA-167954,"Snacks, granola bars, soft, uncoated, plain",USDA,443,7.4,67.3,17.2,4.6,,
USDA-167955,"Snacks, granola bars, soft, uncoated, peanut butter",USDA,426,10.5,64.4,15.8,4.3,,
USDA-167956,"Topping, SMUCKER'S MAGIC SHELL",USDA,609,2.9,50.1,44.1,2.9,,
USDA-167957,"Syrup, fruit flavored",USDA,261,0,65.1,0,0,,
USDA-167958,"Snacks, oriental mix, rice-based",USDA,506,17.3,51.6,25.6,13.2,,
USDA-167959,"Snacks, popcorn, air-popped",USDA,387,12.9,77.8,4.5,14.5,,
USDA-167960,"Snacks, popcorn, cheese-flavor",USDA,526,9.3,51.6,33.2,9.9,,
USDA-167961,"Snacks, pork skins, plain",USDA,544,61.3,0,31.3,0,,
USDA-167962,"Snacks, potato chips, barbecue-flavor",USDA,487,6.5,55.9,31.1,3.8,,
USDA-167963,"Snacks, potato chips, sour-cream-and-onion-flavor",USDA,531,8.1,51.5,33.9,5.2,,
USDA-167964,"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",USDA,463,9.9,66.5,16.9,3.6,,
USDA-167965,"Snacks, pretzels, hard, whole-wheat including both salted and unsalted",USDA,362,11.1,81.3,2.6,7.7,,
USDA-167966,"Snacks, rice cracker brown rice, plain",USDA,387,8.2,81.5,2.8,4.2,,
USDA-167967,"Snacks, rice cakes, brown rice, buckwheat",USDA,380,9,80.1,3.5,3.8,,
USDA-167968,"Snacks, trail mix, tropical",USDA,442,6.3,65.6,17.1,,,
USDA-167969,"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds",USDA,484,14.2,44.9,31.9,5,,
USDA-167970,"Snacks, tortilla chips, taco-flavor",USDA,480,7.9,63.1,24.2,5.3,,
USDA-167971,"Candies, TOOTSIE ROLL, chocolate-flavor roll",USDA,387,1.6,87.7,3.3,0.1,,
USDA-167972,"Candies, butterscotch",USDA,391,0,90.4,3.3,0,,
USDA-167973,"Candies, carob, unsweetened",USDA,540,8.2,56.3,31.4,3.8,,
USDA-167974,"Candies, caramels",USDA,382,4.6,77,8.1,0,,
USDA-167975,"Candies, CARAMELLO Candy Bar",USDA,462,6.2,63.8,21.2,1.2,,
USDA-167976,"Candies, semisweet chocolate",USDA,480,4.2,63.9,30,5.9,,
USDA-167977,"Candies, sweet chocolate",USDA,507,3.9,60.4,34.2,5.5,,
USDA-167978,"Candies, sweet chocolate coated fondant",USDA,366,2.2,80.4,9.3,2.1,,
USDA-167979,"Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES",USDA,569,12,46.9,37.1,4.4,,
USDA-167980,"Candies, confectioner's coating, butterscotch",USDA,539,2.2,67.1,29.1,0,,
USDA-167981,"Ice creams, french vanilla, soft-serve",USDA,222,4.1,22.2,13,0.7,,
USDA-167982,"Candies, YORK Peppermint Pattie",USDA,384,2.2,81,7.2,2,,
USDA-167983,"Candies, TWIZZLERS NIBS CHERRY BITS",USDA,347,2.3,79.4,2.6,0.6,,
USDA-167984,"Candies, SYMPHONY Milk Chocolate Bar",USDA,531,8.5,58,30.6,1.7,,
USDA-167985,"Candies, 5TH AVENUE Candy Bar",USDA,482,8.8,62.7,24,3.1,,
USDA-167986,"Candies, fondant, prepared-from-recipe",USDA,373,0,93.2,0,0,,
USDA-167987,"Candies, fudge, chocolate, prepared-from-recipe",USDA,410,2.4,76.7,10.4,1.7,,
USDA-167988,"Candies, fudge, chocolate, with nuts, prepared-from-recipe",USDA,460,4.4,68.2,18.9,2.5,,
USDA-167989,"Candies, gumdrops, starch jelly pieces",USDA,396,0,98.9,0,0.1,,
USDA-167990,"Candies, hard",USDA,394,0,98,0.2,0,,
USDA-167991,"Candies, jellybeans",USDA,375,0,93.6,0.1,0.2,,
USDA-167992,"Candies, KIT KAT Wafer Bar",USDA,518,6.5,64.6,26,1,,
USDA-167993,"Candies, KRACKEL Chocolate Bar",USDA,523,6.6,64.3,26.6,2.2,,
USDA-167994,"Candies, MARS SNACKFOOD US, MARS Almond Bar",USDA,467,8.1,62.7,23,2,,
USDA-167995,"Candies, marshmallows",USDA,318,1.8,81.3,0.2,0.1,,
USDA-167996,"Candies, halavah, plain",USDA,469,12.5,60.5,21.5,4.5,,
USDA-167997,"Candies, NESTLE, OH HENRY! Bar",USDA,462,7.7,65.5,23,1.9,,
USDA-167998,"Puddings, chocolate, dry mix, instant, prepared with 2% milk",USDA,105,3.2,18.9,1.9,0.4,,
USDA-167999,"Baking chocolate, mexican, squares",USDA,426,3.6,77.4,15.6,4,,
USDA-168000,Chocolate-flavored hazelnut spread,USDA,539,5.4,62.4,29.7,5.4,,
USDA-168001,"Candies, milk chocolate coated peanuts",USDA,519,13.1,49.7,33.5,4.7,,
USDA-168002,"Glutino, Gluten Free Wafers, Lemon Flavored",USDA,515,0,74.4,24.2,0,,
USDA-168003,"Glutino, Gluten Free Wafers, Milk Chocolate",USDA,541,4.1,62.8,30.4,1.6,,
USDA-168004,"Mary's Gone Crackers, Original Crackers, Organic Gluten Free",USDA,446,12.1,64.3,15.6,16.2,,
USDA-168005,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Cheddar",USDA,457,11.7,66.2,16.1,,,
USDA-168006,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza",USDA,458,9.6,67.2,16.8,,,
USDA-168007,"Sage Valley, Gluten Free Vanilla Sandwich Cookies",USDA,499,3.1,71.9,22.2,1,,
USDA-168008,"Schar, Gluten-Free, Classic White Rolls",USDA,239,3.3,50.5,2.7,5.1,,
USDA-168009,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",USDA,240,3.8,46.1,4.5,5.1,,
USDA-168010,"Udi's, Gluten Free, Classic French Dinner Rolls",USDA,310,8,55.1,6.4,3.6,,
USDA-168011,"Van's, Gluten Free, Totally Original Waffles",USDA,248,3,40.5,8.2,,,
